H2,CO,C2H4,C2H6,CH4,C2H2,CO2,H2O,TDCG,Rogers Ratios,Duval’s Triangle,Japan ETRA diagram,Transformer condition,Warning gases,Fault
57.97899125,901.7188051,40.5674971,206.7861549,55.13059609,4.475023119,6367.085287,24.51009239,548.5397789,-,-,-,Warning,Carbon Dioxide (CO?),Electrical
75.57834048,1309.841383,83.19990684,122.8676012,17.55515401,4.730310891,9533.706497,25.55490835,820.9239521,-,PD,-,Warning,CO,Overheating
51.84285163,285.2785293,37.68325891,394.0137992,25.88737717,0.117631878,1007.873379,19.19090945,545.8668199,-,Electrical and thermal fault,Discharges + overheating,Warning,Ethane & Carbon Dioxide,Arcing
148.8907699,863.4383858,59.08115459,25.15844071,127.1900233,0.138157096,1801.067816,27.5110499,750.6030181,-,Thermal fault,Discharges + overheating,Warning,Ethane & Carbon Dioxide,Arcing
5.791440917,1490.064482,10.34104317,352.8517185,87.54161503,1.159305032,1439.56447,0.469197743,477.7662172,-,Thermal fault 300°C-700°C,Discharges + overheating,Warning,CO? & CO,Overheating
30.67324351,875.7323265,20.68748121,284.2155302,45.07964815,4.015362012,2537.918953,6.852674366,1209.949423,-,PD,Thermal fault LOW temperature,Warning,C?H?,PD
39.35996886,276.4652185,51.08130025,218.4749019,25.01560777,0.843138192,8329.462578,23.26915095,1144.682613,-,Thermal fault,-,Warning,CO,Overheating
51.59448661,351.2653295,8.208629,50.62507977,74.44385653,3.171432153,2393.080853,2.391078366,972.4977358,-,-,Discharges + overheating,Warning,Ethane & Carbon Dioxide,Overheating
72.14557087,993.1095171,82.97448992,263.304585,33.56698305,3.351811046,157.8756236,40.48408208,915.9025453,-,Thermal fault 300°C-700°C,Discharges + overheating,Warning,Carbon Dioxide (CO?),PD
57.27338741,153.8534834,76.35231354,179.4920801,144.1819444,1.904596505,3096.83477,18.37838476,809.3468632,-,-,No diagnosis available,Warning,CO? & CO,Electrical
44.51092932,124.1188255,35.89959268,62.72494825,85.78978063,3.256603629,76.47358978,39.86660126,1120.077884,-,Thermal fault,No diagnosis available,Warning,CO,Arcing
135.1783205,1300.879287,83.29180342,180.7139055,5.43139099,4.522856932,10673.50846,33.21729693,1112.966689,-,Thermal fault,No diagnosis available,Warning,CO,Overheating
35.33105449,1281.563549,86.19117362,47.73136618,87.96132059,0.684038778,835.2423521,5.79048339,1426.183162,-,Electrical and thermal fault,Discharges + overheating,Warning,Ethane & Carbon Dioxide,Electrical
113.070628,759.2226332,17.98249751,336.2476366,54.96801418,1.130516288,9779.179468,48.55441257,1409.986328,-,Electrical and thermal fault,No diagnosis available,Warning,Carbon Dioxide (CO?),Thermal
105.0117369,999.5393996,41.71525465,225.6367565,91.54625837,4.943082745,4162.033521,10.5580678,463.9922988,-,-,Discharges + overheating,Warning,-,Thermal
77.9457751,838.2395466,2.415616751,240.0403696,53.02355076,2.722774581,2462.981694,1.381113474,130.1106097,-,-,Discharges + overheating,Warning,Ethane & Carbon Dioxide,Overheating
15.04758828,169.5211148,64.67197468,13.14351893,93.05975318,4.334299227,1751.359509,36.67381121,576.5879574,-,PD,No diagnosis available,Warning,C?H?,PD
8.305574345,400.7640828,61.43444259,374.5432623,100.5947139,2.573826886,222.5413424,29.30625421,754.8230531,-,Electrical and thermal fault,No diagnosis available,Warning,CO,PD
137.1045375,536.1892346,35.11644509,265.6453844,71.47511627,3.528325604,1629.730223,6.882973621,41.38261083,-,Thermal fault 300°C-700°C,Discharges + overheating,Warning,CO,Thermal
137.2155182,659.5773404,72.26930218,248.8329279,93.97459289,3.533220919,1642.540927,16.34194402,931.5241736,-,PD,Thermal fault LOW temperature,Warning,Ethane & Carbon Dioxide,Overheating
84.51460113,80.56920117,99.58644155,126.044585,28.20530911,1.216199521,6600.634659,36.02763408,465.8259192,-,Thermal fault 300°C-700°C,Thermal fault LOW temperature,Warning,Carbon Dioxide (CO?),Electrical
54.51358284,170.2463729,26.2623535,15.30284547,92.00800279,3.30935002,8800.938047,46.18590671,689.9231368,-,Electrical and thermal fault,Thermal fault LOW temperature,Warning,CO? & CO,PD
57.63344142,1280.919978,46.55070977,299.836335,44.04694895,0.075074129,10812.65628,19.01361853,852.4263467,-,PD,Thermal fault LOW temperature,Warning,-,Thermal
79.33732679,405.1146756,66.47027641,228.1886812,124.0971833,2.274800355,3811.017691,44.4971671,822.3659526,-,Thermal fault 300°C-700°C,Discharges + overheating,Warning,Ethane & Carbon Dioxide,Overheating
80.6245442,856.7804077,14.12649278,154.7940033,29.47706459,0.037240186,108.8059962,5.5302759,879.3496087,-,PD,Thermal fault LOW temperature,Warning,-,Thermal
34.04945574,1030.073027,98.59786635,34.71147627,63.28826556,4.021788793,10767.92,12.10608432,1346.719312,-,-,Discharges + overheating,Warning,CO,Overheating
65.81485499,1011.012701,54.55789931,317.7976978,51.92686661,4.195065583,9356.615027,0.142229471,229.0463038,-,Electrical and thermal fault,No diagnosis available,Warning,Ethane & Carbon Dioxide,Electrical
55.90111764,996.7636683,60.68802882,260.5637962,98.44499528,3.184071049,10683.7438,21.59489518,336.0390909,-,PD,Discharges + overheating,Warning,Carbon Dioxide (CO?),Overheating
120.5776825,1036.331338,2.11439194,343.4856874,47.36618594,3.282470462,7232.591049,41.06582882,265.9545717,-,Electrical and thermal fault,-,Warning,Ethane & Carbon Dioxide,PD
138.5464858,771.5437468,94.52721691,181.1382822,88.13245172,4.597887572,2113.946118,29.17890885,287.3059072,-,Thermal fault 300°C-700°C,Thermal fault LOW temperature,Warning,CO? & CO,Arcing
1.468011131,912.4481737,15.97126146,203.4213221,128.7631772,1.085287583,10667.50769,30.69166016,1188.082631,-,Thermal fault,No diagnosis available,Warning,-,Thermal
114.7542103,924.4259914,32.91389585,44.09327267,2.888637937,0.775956054,2530.037958,4.923690516,599.4243854,-,Electrical and thermal fault,Discharges + overheating,Warning,Ethane & Carbon Dioxide,Overheating
11.63854983,141.3872503,10.06311267,296.4379304,89.2821966,1.776623138,6393.507476,25.95448496,1044.892374,-,Electrical and thermal fault,No diagnosis available,Warning,C?H?,Arcing
110.4151311,126.2477044,70.24629266,48.82672578,31.7291622,2.404652483,3039.517745,41.83000314,876.1796865,-,PD,No diagnosis available,Warning,CO? & CO,Thermal
60.37373671,703.7233645,56.73625481,118.0833739,110.0895708,2.294541111,3911.277166,11.44768186,844.3117066,-,PD,Thermal fault LOW temperature,Warning,Ethane & Carbon Dioxide,Overheating
103.4539312,1113.731413,91.67007297,58.85700246,142.6748488,4.489410546,8313.831932,40.17675299,778.6836101,-,Thermal fault 300°C-700°C,Discharges + overheating,Warning,CO? & CO,Arcing
29.32253994,702.312463,91.12826772,260.6737266,0.168898983,2.434226432,580.7692118,36.8159273,627.7953501,-,PD,-,Warning,Carbon Dioxide (CO?),Overheating
79.66643292,37.62695752,49.05912415,69.04687511,39.53138864,0.720734007,2964.181631,49.2494348,1383.477456,-,PD,Discharges + overheating,Warning,CO,Arcing
100.2749033,437.4361699,54.61862486,175.353852,140.5089298,3.546821179,4111.476266,29.78803546,1304.971783,-,-,Discharges + overheating,Warning,CO,Thermal
51.78851819,970.1455052,49.08684659,331.6829771,58.7709814,3.783516291,7202.120564,5.769823702,499.5706535,-,Thermal fault,No diagnosis available,Warning,CO? & CO,Electrical
81.06678228,1184.841126,54.74997367,179.8445748,90.47632203,2.745031591,10359.4224,0.614235073,1123.822754,-,-,-,Warning,CO? & CO,Arcing
44.11337768,1289.391221,95.34301867,385.8714302,68.4236641,0.082528189,6061.70634,18.93416344,426.6827752,-,Thermal fault,-,Warning,Carbon Dioxide (CO?),PD
57.30530911,815.9337469,11.3354224,139.8001747,93.12989433,1.78877575,2162.40073,24.51689057,1471.488389,-,Electrical and thermal fault,No diagnosis available,Warning,CO,Thermal
49.93090471,935.1714533,37.82504755,337.0424293,20.4208404,4.565774115,9377.169288,10.85054989,703.2593702,-,Electrical and thermal fault,Discharges + overheating,Warning,-,Electrical
116.3078743,844.9614215,24.4944512,155.4266571,9.706618948,0.341881262,4754.723845,38.75575044,1113.133972,-,Thermal fault,No diagnosis available,Warning,Carbon Dioxide (CO?),Electrical
26.36453202,1281.080046,29.65418783,115.6131455,123.8208106,4.768197358,4882.772459,1.438716636,573.837491,-,-,-,Warning,CO,Arcing
119.2641856,472.5914947,38.88630231,359.1402975,106.1118735,4.164218434,8627.50771,7.548516789,1129.362033,-,-,Thermal fault LOW temperature,Warning,Carbon Dioxide (CO?),Arcing
118.0437271,1403.669434,90.51429316,235.683983,57.93638162,2.982026161,10936.44826,9.13370847,1116.010832,-,PD,Discharges + overheating,Warning,-,Arcing
16.16400444,808.8063841,73.53933542,254.5606716,148.725378,3.838080808,10472.38868,25.75146079,347.7894266,-,Thermal fault 300°C-700°C,-,Warning,CO,Overheating
109.692652,711.6671863,87.87882512,258.9009832,70.95446988,2.766430727,5059.285756,32.92685148,1169.067496,-,-,-,Warning,C?H?,Arcing
128.124281,792.2907514,66.33994544,248.0241825,48.35272394,2.214174372,6421.177413,12.70964776,411.9268479,-,Electrical and thermal fault,Discharges + overheating,Warning,Carbon Dioxide (CO?),PD
82.79636105,650.1057904,38.34138524,115.2718252,145.7283767,4.129733611,5659.826671,44.60561562,1327.520004,-,Thermal fault,Thermal fault LOW temperature,Warning,CO? & CO,Thermal
143.1438843,627.8702207,68.63648384,287.8555167,116.0371057,4.996969897,7204.314409,45.36301476,749.8084711,-,Thermal fault,No diagnosis available,Warning,Ethane & Carbon Dioxide,Arcing
75.65280978,1395.70607,17.30838347,156.6405287,60.7699915,2.037245709,2936.678261,21.47496944,785.9725555,-,Thermal fault 300°C-700°C,Discharges + overheating,Warning,Carbon Dioxide (CO?),Arcing
62.0130352,945.8495281,18.65513258,276.711593,93.5121318,0.731010629,3598.91751,34.32182458,979.731038,-,-,No diagnosis available,Warning,CO,PD
58.65814256,582.9964554,15.09567615,321.468665,81.35889658,4.092144105,6376.23185,38.72298035,209.522285,-,PD,-,Warning,C?H?,PD
67.23031284,1198.614392,32.18184435,369.8870631,113.0187154,3.967974458,3778.278603,2.596732998,756.7259947,-,Thermal fault 300°C-700°C,-,Warning,Carbon Dioxide (CO?),Electrical
126.7299955,1024.26488,26.70927784,304.6275291,147.4119572,0.836883373,6983.494055,26.54079962,792.7642487,-,Electrical and thermal fault,Thermal fault LOW temperature,Warning,Ethane & Carbon Dioxide,Thermal
12.70466968,224.1629764,50.08468129,192.2540646,129.7008414,0.027854281,2604.171006,39.4041724,952.3088352,-,PD,Thermal fault LOW temperature,Warning,Ethane & Carbon Dioxide,Overheating
77.80765465,436.6858655,21.63511608,11.64168174,24.20857426,0.923782765,1862.930609,38.75367615,502.6694821,-,Thermal fault,Discharges + overheating,Warning,CO? & CO,PD
22.80473778,1477.187419,32.57809106,102.1334966,110.0748547,1.479238008,184.9167046,35.52255964,1023.949381,-,Electrical and thermal fault,No diagnosis available,Warning,-,Arcing
99.08537994,116.0886881,52.37642007,44.0779622,55.92650134,1.719937855,435.2861081,40.03420745,1451.82956,-,Electrical and thermal fault,No diagnosis available,Warning,CO,Electrical
35.13052331,1312.348104,72.74966585,134.4182137,72.55318765,2.500174246,8212.066815,17.49305987,38.32226348,-,Electrical and thermal fault,-,Warning,-,Electrical
100.8456353,997.1754579,35.06860019,105.5169686,8.836680364,0.395223486,4399.293951,35.80690943,1287.447658,-,Thermal fault,Thermal fault LOW temperature,Warning,Carbon Dioxide (CO?),PD
82.86287421,278.8822464,67.68315077,57.23632012,91.91186622,1.191141514,1889.170798,42.14513049,1494.712894,-,Thermal fault 300°C-700°C,-,Warning,Carbon Dioxide (CO?),PD
55.84014516,859.2223253,51.92445274,59.13918223,62.40050282,2.476520631,10684.60676,19.48116329,1001.639786,-,-,-,Warning,C?H?,Thermal
101.1257225,940.5437134,14.92400326,388.8575735,5.886606533,2.020071932,8156.160349,32.47635286,771.8921516,-,Thermal fault 300°C-700°C,Thermal fault LOW temperature,Warning,CO,Overheating
137.5237788,788.1681135,17.8028393,246.7305999,3.879446839,2.004985044,6294.060449,44.77330224,384.9981498,-,PD,Discharges + overheating,Warning,Carbon Dioxide (CO?),Arcing
4.170968432,73.75539663,11.66570672,97.46545228,103.7938303,2.220482872,7022.02484,14.92919092,655.7748164,-,-,-,Warning,CO,Overheating
81.2484662,187.6723854,85.5945358,382.9649939,109.5108321,1.469701932,1849.399975,27.74492944,511.3277857,-,Thermal fault,No diagnosis available,Warning,CO,Thermal
130.5060331,142.4279067,50.54303941,136.6070695,37.98784822,0.227370219,2648.648785,40.31501715,1037.729269,-,PD,No diagnosis available,Warning,Carbon Dioxide (CO?),Arcing
138.0810712,1147.140099,50.73253631,195.5914654,84.97066689,4.946384175,7143.667315,30.80751606,1.584913159,-,Thermal fault,Thermal fault LOW temperature,Warning,CO? & CO,Electrical
86.06865323,378.3520665,23.7549529,51.80457904,41.48303155,0.135808596,439.6356755,34.87748524,409.7091927,-,Thermal fault,Thermal fault LOW temperature,Warning,CO,Overheating
80.26778856,218.3371339,45.58571136,308.9040797,97.2686178,1.292561889,5265.027417,19.7013577,1434.802219,-,Thermal fault 300°C-700°C,Discharges + overheating,Warning,-,Thermal
99.01496692,1156.170655,64.06743684,150.663649,90.59224641,0.531059357,2817.218637,31.25445007,1138.600218,-,Thermal fault 300°C-700°C,Thermal fault LOW temperature,Warning,-,PD
21.56199489,442.3120797,28.80141056,238.5090822,101.7585565,3.961297083,5107.957022,19.95243926,575.5294725,-,Thermal fault,-,Warning,-,PD
37.24690487,1341.70078,63.99810826,153.5776102,135.0101425,2.893897557,6933.835416,25.84819951,862.7958812,-,-,Thermal fault LOW temperature,Warning,-,Thermal
135.8349606,774.5578129,10.13855784,351.1066206,6.839471075,4.025364306,2386.739221,26.71834283,816.5365859,-,Electrical and thermal fault,Discharges + overheating,Warning,Carbon Dioxide (CO?),Overheating
35.84201689,1446.647214,93.07111564,367.5913943,90.04713082,0.642818684,10437.94381,10.90245329,1490.334514,-,Thermal fault,Discharges + overheating,Warning,CO? & CO,Arcing
0.778205735,1268.295912,80.62351695,350.9171333,87.96621293,4.621771769,2170.071551,10.75059145,76.54323043,-,PD,No diagnosis available,Warning,CO? & CO,PD
120.9935108,13.16936274,95.45635908,112.1179785,61.24746164,0.892161249,2343.923014,12.50509511,146.4051397,-,PD,-,Warning,Ethane & Carbon Dioxide,Arcing
77.70316497,1456.910729,88.48739223,289.1970297,4.514736862,4.522710798,445.9531598,17.84265015,268.6823305,-,Thermal fault 300°C-700°C,Discharges + overheating,Warning,C?H?,Electrical
76.07655995,1460.927916,51.87784517,265.4503446,16.93110792,4.242998574,3839.991595,6.564162804,951.4712323,-,-,No diagnosis available,Warning,CO? & CO,Thermal
110.6763195,731.7453598,16.75313147,215.3336954,27.45718413,4.228020791,5658.941561,4.427041175,127.6734141,-,Electrical and thermal fault,Discharges + overheating,Warning,-,Overheating
146.6566529,1223.267836,94.45126795,151.9635317,46.71000722,2.544854261,6956.40509,43.13801852,473.5186571,-,Thermal fault,Thermal fault LOW temperature,Warning,CO,Arcing
46.23882852,902.3881555,53.71631526,104.7968892,60.79284654,3.303534277,2526.078714,17.13911222,483.0017672,-,Thermal fault 300°C-700°C,Discharges + overheating,Warning,CO? & CO,Arcing
10.85208115,576.2086783,68.16776031,288.9160934,101.585411,2.0129975,9377.926116,16.10630813,3.190304661,-,PD,Thermal fault LOW temperature,Warning,C?H?,Overheating
67.22918133,1169.793966,70.66001961,270.1480553,68.7493344,4.041258444,4412.006705,1.963694345,881.5675551,-,-,Thermal fault LOW temperature,Warning,CO,Thermal
48.87783182,1175.313183,72.85238185,186.405834,78.18486,1.948585389,1994.176847,25.91072818,935.9444157,-,Thermal fault,No diagnosis available,Warning,CO? & CO,PD
111.5582215,505.807918,89.09362644,16.54934478,44.89567524,1.450149213,1515.212631,6.183021871,879.925398,-,Electrical and thermal fault,No diagnosis available,Warning,CO,Overheating
84.20405459,708.444804,68.29120171,116.8517006,124.9963748,1.229690279,5994.064603,14.91041239,876.1345768,-,Electrical and thermal fault,Thermal fault LOW temperature,Warning,CO? & CO,Thermal
136.1635638,1003.792691,80.56351244,397.8865554,34.00554293,0.912692489,10579.47769,23.95136316,1358.054758,-,Thermal fault 300°C-700°C,No diagnosis available,Warning,CO? & CO,Overheating
34.62455017,96.56050603,31.42589662,306.9211702,59.6201122,4.438903421,8570.112331,7.655809297,145.418404,-,Electrical and thermal fault,Discharges + overheating,Warning,Ethane & Carbon Dioxide,Overheating
138.8621207,116.1382705,36.43212461,170.6772372,136.548089,2.651748966,7281.233766,22.27879959,978.2256726,-,Thermal fault,Thermal fault LOW temperature,Warning,CO,Thermal
103.6032816,894.5804241,44.60766724,215.5917095,48.22917618,2.717413794,2930.780934,1.692378483,745.2276119,-,-,-,Warning,C?H?,Thermal
141.140696,595.8414689,22.57431403,213.6933327,144.012736,2.930749136,2834.274893,9.990888417,709.8102458,-,PD,No diagnosis available,Warning,CO? & CO,PD
47.77077865,1016.766417,39.60699234,354.898217,139.4679458,2.854982938,5070.388311,26.75933258,926.3008584,-,PD,Thermal fault LOW temperature,Warning,Carbon Dioxide (CO?),Arcing
92.02569951,634.6380696,11.53317954,320.9569148,148.3910892,1.021397958,5429.960507,17.86947994,950.6545552,-,Electrical and thermal fault,No diagnosis available,Warning,-,Arcing
130.6749202,538.8713342,6.025240722,32.45694882,17.47899522,1.754255734,2908.319273,17.84939753,652.9098048,-,PD,Discharges + overheating,Warning,Carbon Dioxide (CO?),Overheating
109.3114091,1094.818164,29.4634033,138.8974654,11.55558903,2.187390765,8421.854625,9.241174948,584.5326641,-,Thermal fault 300°C-700°C,-,Warning,C?H?,Electrical
70.34084582,186.9140238,15.64052654,189.7299533,113.0912684,0.595239568,9933.231238,41.90179978,909.1486982,-,Electrical and thermal fault,Thermal fault LOW temperature,Warning,-,PD
88.76938335,396.4772876,7.955551299,89.68182177,13.70173573,1.445908554,6909.146114,34.27062897,1258.307673,-,Electrical and thermal fault,No diagnosis available,Warning,CO? & CO,Electrical
142.5716118,25.70105302,3.709071943,305.7362811,145.7213887,0.921902353,3743.008612,35.18478123,339.1260726,-,PD,Thermal fault LOW temperature,Warning,CO? & CO,Electrical
74.65856451,314.8423394,20.42726503,208.6920347,97.0075272,0.691966465,6557.051433,1.173187365,640.4601247,-,Thermal fault,Thermal fault LOW temperature,Warning,Carbon Dioxide (CO?),Overheating
97.26102983,1082.316832,22.29855473,124.3878253,63.06284201,4.189576247,8786.113307,42.77557029,291.2448423,-,Electrical and thermal fault,Discharges + overheating,Warning,Ethane & Carbon Dioxide,Thermal
74.50076836,1410.90953,51.24546512,37.69905404,35.97200219,2.332201025,4740.526746,38.28704723,296.8405427,-,Thermal fault 300°C-700°C,Discharges + overheating,Warning,Ethane & Carbon Dioxide,Arcing
48.0328478,1016.708132,40.45922483,317.3543355,44.59405082,0.343609829,4638.594127,13.9388295,1393.455843,-,PD,-,Warning,CO? & CO,Arcing
51.43058054,266.0449427,58.40293277,78.19394708,122.0287641,0.549497682,2675.91101,44.38741439,601.1668989,-,Thermal fault 300°C-700°C,Thermal fault LOW temperature,Warning,-,PD
